,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,rooms_per_household,population_per_household,bedrooms_per_room,<1H OCEAN,INLAND,ISLAND,NEAR BAY,NEAR OCEAN,median_house_value
9090,0.7941485539981487,-0.7924293267958308,0.27026579738212525,-0.4675200547880162,-0.7868072048911626,-0.8160693790279561,-0.7516810397921583,2.663154173867402,0.9237986236060625,-0.5299870782960602,-1.3246478746421322,1.0,0.0,0.0,0.0,0.0,351900.0
4547,0.6174369352328682,-0.755185164284365,1.4999020896156348,-0.6404590975522373,-0.5623002161811618,-0.37867131812644905,-0.5490887523871143,-1.10753275018549,-0.4979461719783011,0.4881280119074768,0.4952490279072316,1.0,0.0,0.0,0.0,0.0,96300.0
13640,1.228354245821398,-1.309192081642429,0.8850839434988801,-0.6683090213220598,-0.8663200967259546,-0.8109032601984107,-0.8132280638139437,0.700605715524571,0.3322907173637863,-0.2133375992667464,-1.0085790179786722,1.0,0.0,0.0,0.0,0.0,161700.0
11331,-1.0285055709808413,1.3584210582413616,-0.34455234873462953,1.8884936576752023,2.1224291904759314,1.2667375290837475,2.2487363812698855,-0.3809012378249242,-0.18288612909280638,-0.8131891242279699,-0.055023656544964036,0.0,1.0,0.0,0.0,0.0,156900.0
16340,-1.2052171897461215,0.7811365393136324,-0.9593704948513843,0.28128354076511725,-0.22787834758188977,0.06130980218983062,-0.22083795760425826,1.9187502242359853,1.0288162160115617,0.6308235934535711,-1.2195628699194392,1.0,0.0,0.0,0.0,0.0,305600.0
2840,-0.1550452839410533,0.3342065891760333,-0.16889002127269956,1.0386217903767447,1.1238408136095737,0.812119072083756,1.1588411642174337,-0.8921613866989403,-0.08664507270840446,-0.44400414464901505,-0.13716621537537643,0.0,1.0,0.0,0.0,0.0,72300.0
14533,-0.9376253099015601,1.1256450425446956,-0.8715393311204194,-0.28694474260303743,-0.22553973311616057,-0.3072066743177383,-0.1618553929167138,-0.25929699857741645,-0.3549822630102803,-0.4574784302703226,0.10925872795503987,0.0,1.0,0.0,0.0,0.0,175000.0
3341,0.55685009451335,-0.6434526767499644,1.324239762153705,-0.8789802188712018,-0.9434943740950174,-0.6378382794086412,-0.90041968117814,0.06735912445098555,-0.36907473871485896,1.5552882921915225,-0.19404851239597298,1.0,0.0,0.0,0.0,0.0,169500.0
5952,0.6982193895255714,-0.6946634002032306,1.23640859842274,-0.5807165191427791,-0.5459299149210576,-0.1909690006529677,-0.5131863217077394,-0.661820407589989,-0.3957958400876609,1.0069971305266783,0.2038930117476263,1.0,0.0,0.0,0.0,0.0,183100.0
5466,0.7941485539981487,-0.7132854814589635,0.1824346336511603,0.25972230945944813,-0.06417533498084749,-0.0764533665980456,0.009963382477437418,0.9031095796250564,0.40434202366895333,-0.27142225696335764,-0.853778238209286,1.0,0.0,0.0,0.0,0.0,218300.0
1433,-1.4425156492309201,1.111678481602895,0.5337592885750202,-0.29547939666153145,-0.3237615406767859,-0.10056192113592394,-0.210580120267294,0.18030009678510364,-0.2873255474756241,0.18092074837825325,-0.18197213046463856,0.0,0.0,0.0,1.0,0.0,131300.0
177,-1.3566842915449282,1.0139125550102983,1.06074627096081,-0.47605470884651024,-0.48278732434636984,-0.481132674912432,-0.4798483503626056,-0.1901182642543188,-0.1635835854741064,-0.14023317849167638,-0.048691934313764014,0.0,0.0,0.0,1.0,0.0,141900.0
5727,0.7335617132786232,-0.7039744408310987,0.8850839434988801,-0.8520286797391154,-0.8639814822602254,-0.6412823586283382,-0.8363081978221133,-0.28299358160521776,-0.4931415557695227,0.9360090550898739,0.24335219774634573,0.0,1.0,0.0,0.0,0.0,159200.0
15572,-0.19038760769410507,-0.5643088314130972,-0.0810588575417346,-0.46976601638235677,-0.4056130469773071,0.09402855477695123,-0.3849633549956863,-0.9855463079859209,-0.36739478837394984,1.3474783622553397,0.2380662925043542,0.0,0.0,0.0,0.0,1.0,187500.0
12154,1.0364959168762364,-0.7086299611450311,-0.7837081673894544,-0.09828396867843271,-0.026757503529180684,0.027730029797785792,-0.023374588867696403,-0.8392262778384485,-0.2064048308014208,0.024488659707214464,0.05622019095503617,0.0,1.0,0.0,0.0,0.0,95300.0
9972,0.7689040370316821,-0.8203624486794318,0.6215904523059852,-0.7590458697334174,-0.9364785306978298,-0.8375948741510617,-0.9055485998466221,1.6735033299966424,0.3870740583072437,0.20116463171430032,-1.0027565430904373,1.0,0.0,0.0,0.0,0.0,220800.0
10520,-0.8467450488222719,1.4701535457757622,0.006772306189230367,-0.8538254490145878,-1.030023109326997,-0.9951614984521951,-1.0209492698874698,3.053765590874064,0.6652845924498294,-0.13497986833265774,-1.167885115167922,0.0,1.0,0.0,0.0,0.0,276600.0
12558,1.1122294677756432,-0.5503422704713,-1.1350328223133141,-0.25460289564453376,-0.3565021431969944,-0.4398037242760691,-0.29007835962876694,-0.44644904410343933,-0.031354459413922196,-0.5271932590388297,-0.42188516256410485,0.0,1.0,0.0,0.0,0.0,118200.0
7831,0.5669479012999351,-0.8296734893072965,0.6215904523059852,-0.20698850984451447,-0.10860900982970181,-0.3080676941226625,-0.05414810087858916,0.6423197653352208,-0.36675818438807906,-0.6632790827651432,0.1824688505030601,1.0,0.0,0.0,0.0,0.0,356800.0
3023,-0.3065123857398599,2.014849422505961,-0.6958770036584894,-0.1512886623048693,-0.07119117837803501,-0.3812543775412217,-0.32341633097390077,-1.253343176396881,0.3023529803939018,-0.28079528226388684,0.10165074077879295,0.0,1.0,0.0,0.0,0.0,60700.0
8860,-1.5081513933437347,1.3537655379274292,-0.34455234873462953,-0.2159723562218766,-0.31206846834814006,-0.4406647440809934,-0.37983443632720415,0.32171518904778934,0.2906644835111812,-0.3069337229476242,-0.401891002129772,0.0,1.0,0.0,0.0,0.0,214500.0
15983,-1.26580403046564,0.8183807018250981,-0.9593704948513843,0.25927311714058004,0.9320744274197812,0.14310668365763213,0.8511060441085061,0.5404626786108807,-0.651978965539364,-0.9802447226495856,1.1828305386306412,1.0,0.0,0.0,0.0,0.0,198400.0
17092,-1.5788360408498454,1.3165213754159635,-1.2228639860442791,2.2725530903074334,1.8979222017659305,0.9231906269189812,1.8974054524788597,0.6379244313865158,0.3421552276745816,-0.8953370242585462,-0.611443093326696,1.0,0.0,0.0,0.0,0.0,259800.0
15782,-1.1648259625997737,0.8137251815111657,-0.6080458399275244,-0.29368262738605905,-0.5155279268665783,-0.2366030503139517,-0.47728389102836455,0.7883212930226421,0.36690768295685033,0.6852526305244687,-0.8191614650860051,1.0,0.0,0.0,0.0,0.0,262400.0
14334,-1.5081513933437347,0.9906349534406298,1.6755644170775648,-0.37543562942005443,-0.5365754570581409,-0.6059805466264448,-0.5311375370474268,1.4123313127547457,0.2950307894505871,-0.41767131510070254,-0.6451033625419578,0.0,0.0,0.0,0.0,1.0,399000.0
1092,-1.3516353881516319,1.1303005628586313,1.148577434691775,-0.39160655289930624,-0.6043952765642869,-0.6111466654559902,-0.5952490204034534,0.9123461509665381,0.473956086020099,-0.22084427750437596,-0.8413036471681961,0.0,0.0,0.0,1.0,0.0,196100.0
15793,-1.1698748659930627,0.8044141408832977,-0.34455234873462953,-0.37857997565213114,-0.4734328664834532,-0.16686044611508938,-0.47471943169412345,0.7102244898181136,0.10940368022901534,0.9114906194225947,-0.4055680091110676,1.0,0.0,0.0,0.0,0.0,217400.0
15457,-0.4781751011118441,-0.29894417351889785,2.0268890720014245,-0.31704062796720056,-0.3167456972795984,-0.4182782291529635,-0.2721271442890795,-0.8559158067451257,-0.21819349889063425,-0.5082970975968032,-0.08110583302103705,1.0,0.0,0.0,0.0,0.0,136100.0
829,-1.1547281558131812,1.8938058943436926,-0.6080458399275244,0.4883611997633144,0.0,0.20165603039247953,0.2330713445564099,0.6483076115841809,0.374309539867418,-0.13134898199295184,-1.0774703352193997,0.0,1.0,0.0,0.0,0.0,158600.0
9883,0.80929526417803,-0.8203624486794318,-0.4323835124655945,0.3819026201915731,-0.01272581673480563,0.20251705019740374,0.03817243515408911,1.7672067537436742,0.5693227604687614,0.261303577436923,-0.9490190210767707,1.0,0.0,0.0,0.0,0.0,241200.0
5860,0.6931704861322752,-0.6713857986335654,1.148577434691775,-0.32422770506909027,-0.0922387085695976,-0.3726441794919795,-0.1823710675906423,-0.6860902950458824,-0.40038018350056487,-0.5787613671292356,0.7100577280482102,1.0,0.0,0.0,0.0,0.0,196100.0
17882,0.08225317554375257,0.27834034540883135,-1.3985263135062092,-0.6247373663918535,-0.6020566620985578,-0.5250446849635675,-0.5029284843707752,-1.6549747785213103,-0.5539567167167164,-0.2175192428206853,0.1843272802609006,0.0,1.0,0.0,0.0,0.0,72300.0
8407,-2.1544110276853163,1.7587958052396269,-0.9593704948513843,-0.5816149037805153,-0.5903635897699119,-0.5517362989162186,-0.5901201017349713,-0.28299358160521776,-0.19380607614806264,-0.004993678056035366,-0.00519726182132409,1.0,0.0,0.0,0.0,0.0,151400.0
16978,-1.5081513933437347,1.2606551316487615,-1.0472016585823494,0.9941517508088022,1.0279576205146774,0.606335338706866,1.0639561688505144,-0.18546812833757292,-0.04368664005920271,-0.5939028208951482,-0.20251705535994652,1.0,0.0,0.0,0.0,0.0,209500.0
35,-1.4122222288711574,1.0325346362660313,0.7972527797679151,0.10879369031976438,0.0317078581140487,-0.20216225811698266,-0.00029445485952683484,-0.794890735399336,0.14354112008963774,-0.5233542079348723,-0.34831055629762464,0.0,0.0,0.0,1.0,0.0,102100.0
473,-1.3314397745784616,0.9720128721848968,1.5877332533465998,-0.22136266404829388,-0.3448090708683485,-0.26846078309614807,-0.28238498162604375,-0.13399813079331585,0.030817580247120304,-0.07151563651259252,-0.48545446657377556,0.0,0.0,0.0,1.0,0.0,180600.0
12042,0.9203711388304887,-0.7225965220868316,-1.4863574772371742,0.4425435832387675,0.342743582056029,0.5236774374341402,0.39463228261359684,0.3256009190604127,0.05418469833905751,0.14752763627813725,-0.3920274176294889,0.0,1.0,0.0,0.0,0.0,159900.0
6086,0.7032682929188604,-0.7505296439704325,0.8850839434988801,-0.6296784818994027,-0.6464903369474121,-0.3261491100260712,-0.6029423984061766,-0.12374235157967076,-0.3221902616300605,0.9532571005673568,-0.017414276557757496,1.0,0.0,0.0,0.0,0.0,160700.0
10423,0.7335617132786232,-0.8063958877376313,-0.6958770036584894,-0.3938525144936468,-0.5155279268665783,-0.3933086548101609,-0.4798483503626056,0.535557740726094,0.07926654142866159,0.1601606478740334,-0.5056326818727009,1.0,0.0,0.0,0.0,0.0,289300.0
17238,-1.6343739781760749,1.3910097004388948,-2.0133444596229637,1.963059582607308,1.289882440676345,1.2615714102542022,1.3691268296252008,0.8671188016392829,0.5822718818433619,-0.1566779517208034,-0.9174705886964938,1.0,0.0,0.0,0.0,0.0,240800.0
13709,1.2939899899342127,-1.2952255207006285,-0.34455234873462953,-0.0017076201217898184,-0.04780503372074326,0.03375716843225538,0.03817243515408911,-0.20852770644527213,-0.1270947790208561,-0.0934048339085471,-0.2700705199787885,1.0,0.0,0.0,0.0,0.0,158900.0
11263,-1.018407764194256,1.3863541801249626,1.5877332533465998,-0.8147457172730626,-0.6885853973305373,-0.827262636491971,-0.7927123891400153,-1.7089927957459758,-0.4696278273665455,-0.4079370884587651,1.253679654848516,0.0,1.0,0.0,0.0,0.0,80000.0
9543,0.8900777184707259,-0.9227838955859642,-0.0810588575417346,-0.28694474260303743,-0.19981497399313966,-0.7342724975601546,-0.15159755557974955,-0.7171124346548591,-0.3722960916236692,-1.5237725351151306,0.19327040062137962,1.0,0.0,0.0,0.0,0.0,80400.0
13616,1.2384520526079832,-1.33712520352603,0.8850839434988801,-0.21552316390300852,-0.21852388971897305,0.03806226745687651,-0.1618553929167138,-0.404788922328756,-0.20264526875450453,0.3951429459715045,-0.11989537372016301,0.0,0.0,0.0,0.0,1.0,120600.0
14997,-1.513200296737031,0.9673573518709645,0.35809696111309025,-0.0282099669350081,-0.2699734079650149,0.23695784239437281,-0.11569512490037466,0.8989053471523821,0.09991017502561143,0.7422879336025123,-0.7659538537415199,0.0,0.0,0.0,0.0,1.0,294500.0
13343,1.233403149214687,-1.299881041014564,-0.16889002127269956,-0.07537516041615928,-0.4757714809491823,-0.3476746051491769,-0.40804348900385584,1.304167877321394,0.7543102712259296,0.0648592339407553,-1.2035700617655496,1.0,0.0,0.0,0.0,0.0,243400.0
13158,1.18796301867505,-1.244014797247362,-0.8715393311204194,-0.5348989026182323,-0.5459299149210576,-0.4036408924692516,-0.536266455715909,-0.047556563135448975,-0.19330065564774568,0.34122155419720834,-0.0403801343467941,1.0,0.0,0.0,0.0,0.0,163400.0
1327,-1.311244161005284,1.060467758149629,-0.0810588575417346,-0.11984519998410183,0.03638508704550705,-0.6808892696548525,0.05612365049377655,-0.7673721228509217,-0.3674194457484991,-1.611709247705133,0.298374703408673,0.0,0.0,0.0,1.0,0.0,73400.0
4985,0.6325836454127497,-0.6434526767499644,0.7972527797679151,0.14203392191600425,0.3988703292335292,-0.09797886172115126,0.3792455266081505,-0.11265846596989278,-0.35940524630175924,-0.8674377991874879,0.39336428437880516,1.0,0.0,0.0,0.0,0.0,268000.0
3418,0.5316055775468762,-0.6667302783196329,1.23640859842274,-0.27930847318227964,-0.16473575700720203,-0.534515902817734,-0.04901918221010703,-0.17419314125176416,-0.5150622234738971,-1.1810935796524136,0.2775577656946954,1.0,0.0,0.0,0.0,0.0,343400.0
1729,-0.10455625000811297,0.5390494829890983,-1.837682132161034,-0.3350083207219248,-0.5739932885098077,-0.435498625251448,-0.49523510636805196,0.670156880343686,0.30163978483592746,0.06981509833353972,-0.9001542481723444,0.0,1.0,0.0,0.0,0.0,93100.0
17382,-0.7558647877429907,0.9627018315570288,0.5337592885750202,-0.32018497419927733,-0.48278732434636984,-0.4191392489578877,-0.3926567329984095,0.526512270860643,0.048617653613309546,-0.20495782316796277,-0.6321913593357766,0.0,1.0,0.0,0.0,0.0,114200.0
4548,0.6174369352328682,-0.755185164284365,1.6755644170775648,-0.5169312098635079,-0.4594011796890781,-0.31926095158667744,-0.44907483835171286,-1.3659019457789376,-0.356864029067445,0.29704316990354157,0.2504782774182002,1.0,0.0,0.0,0.0,0.0,100600.0
13244,1.1677674051018725,-1.3045365613284965,1.41207092588467,-0.6301276742182708,-0.5880249753041827,-0.4518580015450083,-0.574733345729525,-0.9870751197941663,-0.4001337177129026,0.32159003746760506,0.2910944372657442,0.0,0.0,0.0,0.0,1.0,133300.0
13868,1.1223272745622284,-1.1881485534801635,-0.9593704948513843,0.19638619249904515,-0.23021696204761893,-0.03254135654691005,-0.14390417757702637,1.871293357688372,0.6298984960122512,0.1737091206729371,-1.0954793195224,0.0,0.0,0.0,0.0,1.0,269600.0
4115,0.6022902250529869,-0.7039744408310987,1.41207092588467,0.1725789995990355,1.862842984779993,2.1088148982996406,2.038450715862118,-1.127025100740617,-1.301361953334767,0.02461665139890083,3.490801028337661,1.0,0.0,0.0,0.0,0.0,300000.0
8603,-1.099190218486952,0.5204274017333654,0.006772306189230367,0.6554607423822499,0.7894189450103015,0.45737891245497475,0.7844301014182384,-0.25566607053283397,-0.13687650322891423,-0.4966586020139687,-0.01271451410585411,1.0,0.0,0.0,0.0,0.0,157500.0
1681,-0.6700334300569987,1.4329093832642963,-1.1350328223133141,2.571265982354724,2.4077401552948907,2.136367532057216,2.474408802683099,-0.406254033644991,0.13119794632669549,-0.2835769853848943,-0.42463146757078146,0.0,1.0,0.0,0.0,0.0,118800.0
1452,-1.432417842444328,1.1023674409750304,-0.16889002127269956,-0.4239483998578099,-0.34013184193689017,-0.462190239204099,-0.24904701028090995,-0.20336796659244427,-0.5105749175206525,-0.6763157837201834,0.2782853692523266,0.0,0.0,0.0,1.0,0.0,133700.0
15833,-1.1951193829595292,0.8137251815111657,0.006772306189230367,-0.5348989026182323,-0.3261001551425151,0.029452069407634247,-0.30290065629997226,-0.7117615933260004,-0.6842555065417577,0.8240067508921421,0.9451209809857727,1.0,0.0,0.0,0.0,0.0,137500.0
13382,1.228354245821398,-1.406958008235029,-1.2228639860442791,0.09352115147824876,0.06444846063425716,0.8431157850610281,0.1484441865264548,-0.3342087771814337,-0.13232418844715635,1.2714941865685732,-0.23748035741330728,0.0,0.0,0.0,0.0,1.0,138000.0
2109,-0.023773795715417077,0.47387219859403157,0.5337592885750202,-0.9364768356863195,-0.885029012451788,-0.6378382794086412,-0.8901618438411757,-1.3579393842776601,-0.7544484459442089,1.4471056827373434,1.1538554681888553,0.0,1.0,0.0,0.0,0.0,55800.0
7441,0.5921924182664017,-0.7738072455400978,0.8850839434988801,-0.6242881740729854,-0.7119715419878291,-0.5327938632078856,-0.6670538817622031,0.3805744436652313,-0.10274181294745324,0.418685266218064,-0.38766239248494916,1.0,0.0,0.0,0.0,0.0,127900.0
17764,0.09739988572362678,0.3481731501178338,0.09460346992019533,-0.5533157876918245,-0.2746506368964733,0.6089183981216386,-0.17724214892216017,-1.5484675558802246,-0.9043186968417147,1.8679879018884964,1.3044255432107832,0.0,1.0,0.0,0.0,0.0,50600.0
6098,0.7184150030987417,-0.7505296439704325,2.0268890720014245,-0.6853783294390479,-0.7260032287822041,-0.7678522699521994,-0.7593744177948815,-0.46880791679902606,-0.0037394936344640663,-0.24832849905354334,-0.11825122615280605,1.0,0.0,0.0,0.0,0.0,172600.0
8453,-0.6094465893374731,0.8416583033947634,1.6755644170775648,-0.8138473326353264,-0.978573591080955,-0.8393169137609102,-0.9286287338547916,-0.11310436941396411,0.19712120879105122,0.3736057476539639,-0.9957700701287493,0.0,1.0,0.0,0.0,0.0,137500.0
1365,-1.2405595134991734,1.097711920661098,-0.7837081673894544,-0.05875504461803934,-0.4523853362918906,-0.4174172093480392,-0.41830132634082007,2.2317744419742,0.8353474539116282,-0.12372054041082305,-1.173615233349711,0.0,1.0,0.0,0.0,0.0,288000.0
4189,0.5669479012999351,-0.7179410017728992,1.8512267445394948,-0.3758848217389225,-0.3939199746486612,-0.44324780349576604,-0.3567543023190346,-0.26305532760601935,-0.18356106600650057,-0.3758998560495976,-0.12748063004651566,1.0,0.0,0.0,0.0,0.0,243600.0
11520,-0.9931632472277894,1.400320741066763,1.4999020896156348,-0.15622977781241845,-0.3167456972795984,-0.5577634375506881,-0.3439320056478293,0.6167758680391227,0.345394892517461,-0.7449004273074012,-0.5835615200439065,0.0,1.0,0.0,0.0,0.0,158900.0
15357,-0.09445844322152779,-0.5643088314130972,0.09460346992019533,-0.38531786043515276,-0.052482262652201614,-0.5353769226226582,-0.22853133560698144,-0.33873151211415914,-0.4572154875470708,-0.9091824732376261,1.1594256876205253,1.0,0.0,0.0,0.0,0.0,364300.0
16925,-1.270852933858936,1.28393273321843,0.972915107229845,-0.3386018592728697,-0.431337806100328,-0.6249229823347778,-0.413172407672338,-0.7157110238306341,0.05232895433549604,-0.7959779393034128,-0.39614925107152654,0.0,1.0,0.0,0.0,0.0,126000.0
17488,-0.7003268504167613,0.9440797503012959,0.27026579738212525,-0.9957702217769094,-1.1188904590247055,-1.0769583799199967,-1.1286565619255946,0.7653891158989635,0.5149812499882729,0.19746445637696478,-0.9541058001993291,0.0,1.0,0.0,0.0,0.0,142500.0
5916,0.688121582738979,-0.6900078798892982,1.8512267445394948,-0.24606824158603974,-0.5365754570581409,-0.5904821901378088,-0.4875417283653288,0.9675107770473875,0.5423736671322238,-0.49251136481114177,-1.0109005033705376,1.0,0.0,0.0,0.0,0.0,359600.0
7546,0.5669479012999351,-0.783118286167966,1.23640859842274,-0.28020685782001586,-0.25594172117063985,-0.24090814933857282,-0.20545120159881186,0.06735912445098555,-0.2628555774310482,-0.1934086110760904,-0.014584650843631725,1.0,0.0,0.0,0.0,0.0,222500.0
4788,0.5417033843334685,-0.7412186033425645,0.27026579738212525,0.39448000511988013,0.901672439365302,1.9521092938034315,0.9511199581439075,-0.3205768718912467,-0.5789803561934089,1.2020212143721103,0.7422441915974415,1.0,0.0,0.0,0.0,0.0,271200.0
299,-1.397075518691276,1.0558122378356964,1.8512267445394948,-0.23304166433886467,-0.0735297928437642,0.15946605995119242,-0.12851742157157997,-0.4156817064625035,-0.2984338255898119,0.5952177581853098,0.3856143146235866,0.0,0.0,0.0,1.0,0.0,489600.0
1107,-1.3263908711851653,1.1163340019168309,-1.4863574772371742,0.08633407437635905,-0.08054563624095172,-0.14705699060183217,-0.005423373528008961,0.44159951501102124,0.11105030201520777,-0.39456359759668147,-0.5562585746302736,0.0,0.0,0.0,1.0,0.0,287700.0
10540,-0.9022829861485011,1.4701535457757622,-0.5202146761965595,0.9613607115314305,1.329638886593741,0.4427415757712629,1.3742557482936828,-0.7554601308450105,-0.3351171632267056,-1.0247871730634501,0.2613675973218499,0.0,1.0,0.0,0.0,0.0,128500.0
850,-1.0537500879473078,1.9589831787387593,-0.34455234873462953,-0.8452907949560938,-0.9622032898208508,-0.9521105082059839,-0.9158064371835863,-0.9574543910094145,-0.08190017350609148,-0.5489346344616381,-0.6502203276255097,0.0,1.0,0.0,0.0,0.0,115200.0
15045,-1.5081513933437347,0.9394242299873635,0.6215904523059852,0.8441215163068547,0.674826836189572,0.6347489922693654,0.8331548287688186,1.109753975706206,0.02897230592432633,-0.31549469151870085,-0.4872206237852325,0.0,0.0,0.0,0.0,1.0,279300.0
8731,-1.230461706712588,0.48318323922189965,1.148577434691775,-0.7168217917598153,-0.831240879740017,-0.9168086962040906,-0.8440015758248366,-0.12737327962425327,0.2515765950404254,-0.6871593673671095,-0.5578305785843823,1.0,0.0,0.0,0.0,0.0,311100.0
12387,1.1526206949219913,-0.6713857986335654,-0.7837081673894544,-0.36510420608608796,-0.6956012407277248,-0.6232009427249293,-0.6491026664225158,2.572062470292789,0.8002174880941154,-0.058991557712163384,-1.2464355262775435,0.0,1.0,0.0,0.0,0.0,173200.0
2246,-2.346269356630471,2.4152241695042265,0.6215904523059852,-0.23798277984641383,-0.3003753960194942,-0.3571458230033434,-0.3259807903081418,-1.009115490029702,0.09328046601204196,-0.20462310862735075,-0.29837010091800215,0.0,0.0,0.0,0.0,1.0,86900.0
4884,0.6123880318395792,-0.8389845299351646,1.06074627096081,-0.5205247484144528,-0.4289991916345988,-0.2099114363613007,-0.3977856516668916,-0.1919655785226151,-0.4764599599540362,0.4608040536900308,0.40288818101808804,1.0,0.0,0.0,0.0,0.0,184600.0
5888,0.6729748725590976,-0.6760413189474977,1.5877332533465998,-0.9562412977165161,-0.8359181086714753,-0.8754797455677277,-0.8414371164905955,-0.8881482557022965,-1.0208578039396154,-0.44749333541346525,2.1187172310225013,1.0,0.0,0.0,0.0,0.0,55000.0
3031,0.6022902250529869,-0.6248305954942315,-0.6958770036584894,-0.30715839695210223,0.1065435210173823,-0.06181602991433375,0.0458658131568123,-0.7781375060006485,-0.690847947850241,-0.3086982655479082,1.2964633720646195,1.0,0.0,0.0,0.0,0.0,175000.0
11034,1.2586476661811608,-0.7458741236564969,-0.4323835124655945,0.6985832049935882,0.25621484682404955,0.3256428823015681,0.2817960719069901,0.6633409276985927,0.6152081745430282,0.006542923750747307,-0.9258499275242238,0.0,1.0,0.0,0.0,0.0,195900.0
1608,-0.27621896538009716,1.5353308301708288,-1.0472016585823494,0.16629030713488202,0.09251183422300725,-0.4759665560828866,-0.4439459196832307,0.08857138829038848,1.5658941625370002,-0.23521063829848168,-0.3416054217497382,0.0,1.0,0.0,0.0,0.0,118800.0
8204,-0.3014634823465637,0.632159889267766,1.23640859842274,-0.677292867699422,-0.7891458193568919,-0.8565373098593947,-0.8670817098330061,-0.8119624672580747,0.6059190887076873,-0.18638932197637434,-0.5282759623468106,0.0,1.0,0.0,0.0,0.0,70700.0
11823,-0.9527720200814415,1.3165213754159635,-0.7837081673894544,-0.01293742809349248,-0.10860900982970181,0.24470702063869085,0.08176824383618718,-0.23324349734523683,-0.21520852381734504,0.2501775431076854,-0.39374790572671786,0.0,1.0,0.0,0.0,0.0,91200.0
6925,0.723463906492038,-0.7877738064818983,0.7972527797679151,-0.7298483690069905,-0.751727987905225,-0.4268884272022057,-0.6926984751046138,-0.3214049782873796,-0.4308480985485703,1.042488957952395,0.023525534515125856,1.0,0.0,0.0,0.0,0.0,155000.0
4201,0.5770457080865203,-0.7179410017728992,2.0268890720014245,-0.297725358255872,-0.3027140104852234,-0.29343035743895063,-0.27469160362332057,-0.31841105516289947,-0.1673006455683417,-0.16048214288721865,-0.10454734844785653,1.0,0.0,0.0,0.0,0.0,213500.0
8,-1.4122222288711574,1.051156717521764,1.9390579082704598,-0.6925654065409376,-0.7119715419878291,-0.743743715414321,-0.6926984751046138,-0.7864185699619768,-0.2824517181017318,-0.4176581767194881,0.00985054761903631,0.0,0.0,0.0,1.0,0.0,93800.0
9810,0.849686491324378,-0.8482955705630294,0.1824346336511603,1.241656718505129,0.3708069556447791,0.4952637838716407,0.4510503879669002,3.2202786769887752,1.088244839407354,0.006339403853532994,-1.3234482607473128,1.0,0.0,0.0,0.0,0.0,349500.0
